campaign_id,campaign_type,channel,region,impressions,clicks,conversions,revenue_generated,campaign_cost,customer_acquisition_cost,date
CAMP-02230,Influencer,Instagram Influencer,Asia Pacific,58740,3569,141,34136.88,21725.63,154.08,2023-12-06
CAMP-02231,Social Media,Facebook,Middle East & Africa,91157,3973,239,12149.27,6392.98,26.75,2024-12-09
CAMP-02232,SEO/Content,Blog,North America,46423,2973,64,14552.66,1403.26,21.93,2023-02-15
CAMP-02233,Paid Ads,Google Ads,Middle East & Africa,6264,216,7,1034.21,3660.65,522.95,2024-03-01
CAMP-02234,Social Media,Facebook,Europe,95947,2713,99,15049.4,5080.35,51.32,2024-03-13
CAMP-02235,Paid Ads,Bing Ads,Europe,43987,2149,150,57438.23,15205.25,101.37,2024-12-01
CAMP-02236,Affiliate,CJ Affiliate,Latin America,28891,1924,142,20210.44,2355.66,16.59,2023-06-23
CAMP-02237,Social Media,Facebook,Asia Pacific,2677,19,0,0.0,1183.96,1183.96,2024-01-01
CAMP-02238,Paid Ads,Google Ads,Asia Pacific,24314,2125,203,31546.63,6846.81,33.73,2023-03-28
CAMP-02239,SEO/Content,Blog,Europe,38590,5043,574,109797.68,4871.51,8.49,2024-03-14
CAMP-02240,SEO/Content,Blog,Latin America,44197,488,23,3177.7,1665.21,72.4,2023-06-03
CAMP-02241,Affiliate,ShareASale,Middle East & Africa,27309,2200,191,43238.03,3551.82,18.6,2023-10-21
CAMP-02242,Email,SendGrid,Latin America,18712,4592,445,67593.94,2674.98,6.01,2024-11-08
CAMP-02243,Paid Ads,Google Ads,North America,36213,2017,177,41556.76,11306.84,63.88,2023-06-02
CAMP-02244,Social Media,LinkedIn,Europe,45470,2097,145,26222.02,5583.74,38.51,2024-02-04
CAMP-02245,Influencer,Instagram Influencer,North America,144282,14050,791,238552.1,25162.99,31.81,2024-08-14
CAMP-02246,Affiliate,ShareASale,Europe,10343,794,148,21322.38,5155.79,34.84,2023-04-03
CAMP-02247,Social Media,Instagram,Latin America,13583,498,21,3143.77,4315.83,205.52,2023-12-28
CAMP-02248,Influencer,YouTube Influencer,Latin America,45833,2098,99,15820.28,15396.1,155.52,2024-09-08
CAMP-02249,Paid Ads,Meta Ads,Europe,26427,1865,241,57559.44,13740.53,57.01,2024-01-28
CAMP-02250,Influencer,TikTok Influencer,Middle East & Africa,28825,634,22,2719.98,9647.1,438.5,2024-05-19
CAMP-02251,Social Media,Twitter,North America,63189,4477,374,80283.59,12951.45,34.63,2024-08-17
CAMP-02252,SEO/Content,Content Hub,Europe,13648,580,29,4800.66,1466.67,50.57,2024-12-20
CAMP-02253,Paid Ads,Google Ads,Europe,29631,1541,47,13238.47,6352.53,135.16,2023-01-18
CAMP-02254,Influencer,Instagram Influencer,North America,55080,6872,484,166042.0,33988.92,70.23,2023-03-03
CAMP-02255,Paid Ads,Meta Ads,Asia Pacific,18320,246,7,2094.31,4023.38,574.77,2024-04-16
CAMP-02256,SEO/Content,Organic Search,Europe,92904,26890,3739,730396.7,6485.1,1.73,2023-08-04
CAMP-02257,Email,HubSpot,Europe,57871,7613,696,31607.57,2302.8,3.31,2023-05-01
CAMP-02258,Affiliate,CJ Affiliate,Latin America,51882,3403,267,28616.48,2464.9,9.23,2023-01-27
CAMP-02259,Influencer,YouTube Influencer,North America,35755,1417,31,7002.79,10500.25,338.72,2024-12-19
CAMP-02260,SEO/Content,Blog,Latin America,11346,348,9,1169.8,2010.43,223.38,2024-08-31
CAMP-02261,Email,Mailchimp,Asia Pacific,14752,499,18,2419.29,682.49,37.92,2023-05-25
CAMP-02262,Email,Mailchimp,Middle East & Africa,7342,532,9,900.53,650.69,72.3,2024-03-02
CAMP-02263,Social Media,Twitter,Europe,19034,880,47,10263.56,8250.31,175.54,2024-06-24
CAMP-02264,Paid Ads,YouTube Ads,Latin America,6488,259,8,332.19,8285.59,1035.7,2023-12-12
CAMP-02265,Affiliate,Rakuten,North America,22754,768,35,7872.46,1402.89,40.08,2023-10-21
CAMP-02266,Email,HubSpot,North America,122252,14237,2341,553123.46,2049.24,0.88,2024-09-10
CAMP-02267,SEO/Content,Blog,North America,88428,25328,3001,485213.09,5507.51,1.84,2024-02-10
CAMP-02268,Affiliate,ShareASale,Middle East & Africa,121071,17476,2455,363420.22,4891.45,1.99,2024-12-29
CAMP-02269,SEO/Content,Content Hub,Asia Pacific,12730,2020,126,13358.43,3249.92,25.79,2024-12-27
CAMP-02270,Social Media,LinkedIn,North America,85349,7976,532,52194.12,10174.88,19.13,2024-06-18
CAMP-02271,Social Media,Instagram,Latin America,22578,506,14,1169.17,4313.46,308.1,2024-09-25
CAMP-02272,Influencer,Instagram Influencer,Middle East & Africa,56497,1939,18,1756.07,3753.9,208.55,2024-09-11
CAMP-02273,Affiliate,ShareASale,Latin America,41822,1628,212,26978.95,2085.64,9.84,2023-11-17
CAMP-02274,Influencer,YouTube Influencer,Europe,61786,5278,290,39663.19,15205.57,52.43,2023-02-25
CAMP-02275,Affiliate,ShareASale,Europe,11494,535,9,1393.92,1750.49,194.5,2023-10-04
CAMP-02276,Email,SendGrid,Middle East & Africa,56562,6686,286,34540.15,832.0,2.91,2023-12-10
CAMP-02277,Paid Ads,Meta Ads,Middle East & Africa,48240,2148,108,20287.51,7462.96,69.1,2023-04-20
CAMP-02278,SEO/Content,Blog,Asia Pacific,7853,1677,141,29219.37,7323.65,51.94,2023-07-12
CAMP-02279,Affiliate,CJ Affiliate,Europe,43776,2371,85,31769.1,1118.58,13.16,2023-10-03
CAMP-02280,SEO/Content,Content Hub,North America,89316,14733,1487,418279.11,4949.5,3.33,2024-07-31
CAMP-02281,Influencer,Instagram Influencer,North America,9826,94,0,0.0,4651.43,4651.43,2023-11-19
CAMP-02282,Paid Ads,Google Ads,Asia Pacific,95924,6772,835,257904.24,10512.88,12.59,2023-10-17
CAMP-02283,SEO/Content,Blog,Asia Pacific,30536,4449,505,85735.25,6647.5,13.16,2024-02-05
CAMP-02284,Social Media,Facebook,Asia Pacific,35145,763,14,1354.43,3389.49,242.11,2024-02-22
CAMP-02285,SEO/Content,Blog,Middle East & Africa,36117,1196,41,2778.13,1881.23,45.88,2023-06-03
CAMP-02286,Influencer,YouTube Influencer,Middle East & Africa,7933,298,4,442.08,2707.25,676.81,2023-02-08
CAMP-02287,Social Media,Twitter,North America,30312,525,6,1422.16,2216.39,369.4,2024-10-02
CAMP-02288,Affiliate,CJ Affiliate,Europe,292733,29281,4539,1195848.7,4532.28,1.0,2024-11-28
CAMP-02289,Affiliate,CJ Affiliate,Middle East & Africa,31521,2189,138,23957.55,1245.96,9.03,2024-06-12
CAMP-02290,SEO/Content,Content Hub,Middle East & Africa,68654,12196,1275,119566.46,1720.65,1.35,2023-12-16
CAMP-02291,Social Media,LinkedIn,Asia Pacific,14522,400,11,1220.6,4643.57,422.14,2024-01-04
CAMP-02292,Influencer,Instagram Influencer,Latin America,18054,512,6,797.39,4468.19,744.7,2023-09-02
CAMP-02293,SEO/Content,Content Hub,North America,45396,7832,544,160757.55,2576.93,4.74,2023-06-06
CAMP-02294,Influencer,Instagram Influencer,North America,51357,7419,501,118539.68,22712.05,45.33,2023-05-27
CAMP-02295,Paid Ads,Google Ads,Latin America,11320,542,17,2105.45,9595.09,564.42,2023-04-07
CAMP-02296,Social Media,LinkedIn,Europe,9696,483,36,5318.2,6742.23,187.28,2023-03-11
CAMP-02297,Paid Ads,Bing Ads,North America,30221,2508,304,143335.91,11957.76,39.33,2023-03-14
CAMP-02298,Influencer,YouTube Influencer,Latin America,22450,688,23,1311.44,8666.76,376.82,2023-09-20
CAMP-02299,Influencer,TikTok Influencer,Europe,38031,2278,136,36699.45,22540.26,165.74,2023-05-07
CAMP-02300,Influencer,Instagram Influencer,Asia Pacific,37649,1429,50,12337.33,2514.17,50.28,2023-10-21
CAMP-02301,SEO/Content,Content Hub,Europe,11264,3640,311,64949.37,4921.69,15.83,2024-03-27
CAMP-02302,SEO/Content,Organic Search,Asia Pacific,13741,2406,195,41723.96,3217.6,16.5,2023-03-27
CAMP-02303,SEO/Content,Organic Search,Asia Pacific,11003,565,11,1617.27,1145.43,104.13,2024-11-29
CAMP-02304,Affiliate,CJ Affiliate,Europe,66070,11397,2719,622166.44,6235.15,2.29,2024-12-17
CAMP-02305,Email,Mailchimp,North America,203144,118304,25351,6272702.34,2853.43,0.11,2023-10-25
CAMP-02306,SEO/Content,Organic Search,North America,66136,14606,2234,324367.21,8717.08,3.9,2023-08-17
CAMP-02307,Influencer,TikTok Influencer,North America,71077,8437,799,286725.41,34145.99,42.74,2023-12-24
CAMP-02308,Affiliate,Rakuten,Latin America,13360,743,23,3356.06,1669.75,72.6,2023-04-22
CAMP-02309,Affiliate,CJ Affiliate,Latin America,71996,4176,312,62884.52,2036.23,6.53,2024-03-19
CAMP-02310,Paid Ads,Google Ads,Asia Pacific,50201,3179,282,60017.76,13698.13,48.57,2023-12-17
CAMP-02311,Influencer,Instagram Influencer,Latin America,126690,5742,241,39427.28,23661.81,98.18,2023-04-28
CAMP-02312,Email,HubSpot,Europe,18922,2062,122,18553.53,1048.2,8.59,2024-04-26
CAMP-02313,Social Media,LinkedIn,Middle East & Africa,25192,857,32,1133.09,5273.17,164.79,2023-02-02
CAMP-02314,Influencer,Instagram Influencer,Asia Pacific,25660,1071,33,7074.82,27115.74,821.69,2024-03-16
CAMP-02315,Social Media,Facebook,Europe,18337,1364,80,10526.62,8160.18,102.0,2023-01-24
CAMP-02316,Affiliate,ShareASale,Asia Pacific,82834,8513,879,185413.15,3965.74,4.51,2023-09-16
CAMP-02317,Email,Mailchimp,North America,21865,8140,1116,257818.18,3763.5,3.37,2023-10-08
CAMP-02318,Paid Ads,YouTube Ads,Latin America,13250,406,9,1401.48,7228.4,803.16,2024-06-21
CAMP-02319,Paid Ads,Meta Ads,North America,124319,8771,1336,561630.78,5914.14,4.43,2023-04-05
CAMP-02320,Influencer,YouTube Influencer,Asia Pacific,24287,169,3,644.62,23656.97,7885.66,2023-06-18
CAMP-02321,Influencer,YouTube Influencer,Latin America,40364,2064,106,22809.97,11310.73,106.7,2024-07-02
CAMP-02322,Social Media,Twitter,Asia Pacific,3965,129,3,395.32,1732.75,577.58,2024-12-10
CAMP-02323,Email,HubSpot,Middle East & Africa,8145,540,16,1279.88,521.35,32.58,2023-07-23
CAMP-02324,Affiliate,Rakuten,Middle East & Africa,34508,3191,182,5997.73,2107.67,11.58,2023-05-29
CAMP-02325,Affiliate,Rakuten,Asia Pacific,33849,4738,403,128264.47,2641.02,6.55,2023-01-15
CAMP-02326,Influencer,Instagram Influencer,Latin America,14145,383,6,719.18,5076.53,846.09,2023-11-21
CAMP-02327,Affiliate,ShareASale,Asia Pacific,40630,3445,201,31650.69,2050.9,10.2,2024-06-17
CAMP-02328,Influencer,Instagram Influencer,Latin America,29956,1463,42,7344.05,15100.78,359.54,2024-10-16
CAMP-02329,Email,Mailchimp,Europe,13423,2263,275,56465.43,1606.97,5.84,2023-07-12
CAMP-02330,SEO/Content,Blog,Middle East & Africa,17816,2159,121,10700.43,2734.5,22.6,2024-01-22
CAMP-02331,Social Media,Instagram,Middle East & Africa,18356,656,25,2324.17,4100.48,164.02,2023-01-15
CAMP-02332,Paid Ads,Google Ads,Asia Pacific,105923,7324,476,66719.58,9360.44,19.66,2023-11-11
CAMP-02333,Email,HubSpot,Latin America,9484,1527,174,24207.71,1706.79,9.81,2024-10-26
CAMP-02334,Influencer,YouTube Influencer,Asia Pacific,48501,3327,152,42650.32,24375.55,160.37,2023-12-27
CAMP-02335,Influencer,TikTok Influencer,Asia Pacific,39140,3670,141,20243.3,40306.23,285.86,2023-04-27
CAMP-02336,Influencer,YouTube Influencer,Asia Pacific,131955,3884,83,13665.5,12281.22,147.97,2023-07-01
CAMP-02337,Social Media,Twitter,Latin America,44872,1353,55,4960.06,4000.88,72.74,2023-10-19
CAMP-02338,Affiliate,Rakuten,Latin America,45008,1106,89,11961.15,1338.86,15.04,2024-10-11
CAMP-02339,SEO/Content,Blog,North America,49416,4104,156,41264.64,804.66,5.16,2023-04-17
CAMP-02340,Email,HubSpot,Latin America,11730,2362,167,25489.26,1865.24,11.17,2023-04-17
CAMP-02341,SEO/Content,Content Hub,North America,23155,4916,307,65849.39,3121.4,10.17,2024-10-10
CAMP-02342,SEO/Content,Blog,Asia Pacific,31929,3343,173,26694.91,2724.41,15.75,2024-03-06
CAMP-02343,Influencer,TikTok Influencer,Latin America,10518,378,11,2120.01,7683.93,698.54,2023-04-28
CAMP-02344,Influencer,Instagram Influencer,Asia Pacific,24745,2994,142,19994.8,18913.62,133.19,2024-04-20
CAMP-02345,Affiliate,Rakuten,Latin America,39898,3310,163,18032.69,1602.72,9.83,2023-01-08
CAMP-02346,Social Media,LinkedIn,Asia Pacific,34914,1135,69,13611.69,6177.31,89.53,2024-11-05
CAMP-02347,Influencer,TikTok Influencer,Europe,55732,2729,128,23101.46,24317.74,189.98,2023-01-05
CAMP-02348,Influencer,Instagram Influencer,North America,31226,2178,104,36319.79,13993.43,134.55,2023-01-27
CAMP-02349,Paid Ads,Bing Ads,Asia Pacific,17371,1036,64,8309.05,7917.45,123.71,2023-06-24
CAMP-02350,Influencer,Instagram Influencer,Middle East & Africa,12855,544,16,1882.37,10008.51,625.53,2024-02-05
CAMP-02351,Affiliate,ShareASale,North America,15496,1205,62,13806.28,3219.33,51.92,2024-08-14
CAMP-02352,Affiliate,ShareASale,Europe,84475,18136,964,178840.22,4398.82,4.56,2024-02-17
CAMP-02353,SEO/Content,Blog,Latin America,8082,93,2,254.44,1950.51,975.25,2023-08-25
CAMP-02354,Social Media,Facebook,Middle East & Africa,8721,32,0,0.0,2517.36,2517.36,2024-02-06
CAMP-02355,Affiliate,ShareASale,Middle East & Africa,27254,2622,142,19176.74,1197.84,8.44,2023-06-12
CAMP-02356,Social Media,Facebook,North America,98896,8495,449,84998.2,11414.24,25.42,2023-01-27
CAMP-02357,Affiliate,Rakuten,Europe,22202,765,103,22885.89,3244.64,31.5,2023-01-29
CAMP-02358,SEO/Content,Blog,Middle East & Africa,14603,551,7,482.33,2864.4,409.2,2024-01-27
CAMP-02359,Affiliate,CJ Affiliate,Latin America,34902,2727,208,39498.05,2255.5,10.84,2024-10-11
CAMP-02360,Paid Ads,Meta Ads,Europe,34589,5510,763,253149.26,12455.79,16.32,2024-10-30
CAMP-02361,Paid Ads,Meta Ads,Middle East & Africa,21457,1345,136,13875.3,9659.79,71.03,2023-09-09
CAMP-02362,Influencer,YouTube Influencer,North America,21377,430,10,1758.29,8932.51,893.25,2023-10-09
CAMP-02363,Social Media,Facebook,Middle East & Africa,75822,724,12,1383.97,1275.9,106.33,2023-04-16
CAMP-02364,SEO/Content,Blog,North America,19114,2358,216,42847.09,2543.82,11.78,2023-05-26
CAMP-02365,Social Media,Facebook,North America,74087,4702,311,28936.55,6499.02,20.9,2024-05-21
CAMP-02366,Social Media,Twitter,North America,74300,4728,556,72602.31,10511.98,18.91,2024-05-17
CAMP-02367,Influencer,Instagram Influencer,Latin America,9236,206,2,182.05,6108.24,3054.12,2024-10-02
CAMP-02368,Affiliate,ShareASale,Latin America,25199,2162,120,12473.76,1870.86,15.59,2023-11-18
CAMP-02369,Influencer,Instagram Influencer,Europe,16197,257,4,1135.86,4231.56,1057.89,2023-11-02
CAMP-02370,Social Media,Facebook,North America,52824,4252,377,81761.4,18232.62,48.36,2023-12-18
CAMP-02371,Influencer,TikTok Influencer,Middle East & Africa,31881,1025,20,1716.43,10146.3,507.31,2024-07-13
CAMP-02372,SEO/Content,Content Hub,Asia Pacific,39334,6848,846,138599.56,4907.48,5.8,2023-05-05
CAMP-02373,Email,HubSpot,North America,41449,9498,1240,315497.7,1970.52,1.59,2024-06-14
CAMP-02374,Social Media,Instagram,Asia Pacific,47314,2012,117,8307.23,7478.01,63.91,2023-04-28
CAMP-02375,Email,SendGrid,Europe,19551,2569,116,25766.15,1218.72,10.51,2023-08-14
CAMP-02376,Affiliate,CJ Affiliate,Asia Pacific,58191,5703,1020,282698.73,4124.95,4.04,2023-10-08
CAMP-02377,Email,SendGrid,Middle East & Africa,70474,14693,1328,118379.52,1700.29,1.28,2024-10-29
CAMP-02378,Affiliate,ShareASale,Latin America,58597,5030,347,58091.34,3141.06,9.05,2024-06-08
CAMP-02379,Social Media,LinkedIn,Europe,22404,1020,78,7858.8,2867.78,36.77,2023-07-22
CAMP-02380,Affiliate,ShareASale,Latin America,57970,7265,521,90708.27,3673.15,7.05,2023-04-16
CAMP-02381,SEO/Content,Organic Search,Europe,75389,7869,368,58647.59,1050.76,2.86,2023-07-30
CAMP-02382,Influencer,YouTube Influencer,Latin America,39594,1978,96,8790.23,11614.63,120.99,2024-03-09
CAMP-02383,Paid Ads,Bing Ads,Middle East & Africa,15101,640,33,4158.97,4595.37,139.25,2023-04-21
CAMP-02384,Influencer,Instagram Influencer,Middle East & Africa,277219,19235,659,108249.73,10040.55,15.24,2023-12-28
CAMP-02385,Affiliate,CJ Affiliate,Latin America,13346,558,32,3687.73,2060.32,64.39,2023-06-21
CAMP-02386,SEO/Content,Organic Search,Middle East & Africa,13344,1074,48,5540.94,2308.71,48.1,2024-02-24
CAMP-02387,Affiliate,Rakuten,Asia Pacific,24496,1211,72,9799.83,1159.15,16.1,2024-02-12
CAMP-02388,Social Media,LinkedIn,Latin America,29812,186,8,810.45,1386.94,173.37,2023-07-10
CAMP-02389,Email,Mailchimp,Asia Pacific,9575,1080,56,6150.02,760.4,13.58,2024-01-16
CAMP-02390,Paid Ads,Google Ads,North America,112082,11097,1090,249760.4,21115.27,19.37,2023-11-23
CAMP-02391,Affiliate,ShareASale,Europe,154869,29380,5278,848594.68,4899.28,0.93,2024-04-21
CAMP-02392,Paid Ads,Meta Ads,Middle East & Africa,4612,265,10,1792.6,8302.81,830.28,2023-03-09
CAMP-02393,SEO/Content,Blog,Middle East & Africa,23642,1152,57,5531.0,1739.31,30.51,2023-08-11
CAMP-02394,Paid Ads,Google Ads,Middle East & Africa,8666,398,19,2104.58,3428.83,180.46,2024-10-23
CAMP-02395,Influencer,YouTube Influencer,Asia Pacific,58080,1746,38,9320.08,6519.63,171.57,2023-07-22
CAMP-02396,Influencer,YouTube Influencer,North America,20884,1979,134,41386.12,21019.5,156.86,2023-10-09
CAMP-02397,Email,SendGrid,Europe,162172,36246,5137,990292.96,2075.48,0.4,2024-09-07
CAMP-02398,Influencer,Instagram Influencer,Middle East & Africa,47506,3475,127,12007.72,11212.78,88.29,2023-01-22
CAMP-02399,Affiliate,Rakuten,North America,32269,3160,630,148561.95,4888.39,7.76,2024-04-17
CAMP-02400,Influencer,Instagram Influencer,Middle East & Africa,8527,276,2,255.7,6458.68,3229.34,2024-06-24
CAMP-02401,Affiliate,CJ Affiliate,North America,4442,193,8,1815.14,1339.3,167.41,2024-04-26
CAMP-02402,Influencer,TikTok Influencer,Asia Pacific,12832,563,29,5623.79,13083.39,451.15,2023-10-09
CAMP-02403,Paid Ads,YouTube Ads,North America,24549,1737,119,20087.57,16442.16,138.17,2024-07-23
CAMP-02404,Influencer,TikTok Influencer,North America,21184,2137,100,24299.81,23173.91,231.74,2024-02-07
CAMP-02405,Influencer,YouTube Influencer,North America,209315,12654,445,93642.33,24391.79,54.81,2024-01-18
CAMP-02406,Email,Mailchimp,Europe,12739,2594,215,44612.53,2540.81,11.82,2023-02-18
CAMP-02407,Social Media,Facebook,Asia Pacific,25596,1164,47,7781.41,9319.35,198.28,2024-12-05
CAMP-02408,Social Media,Instagram,North America,159607,9311,555,99704.11,7868.01,14.18,2023-07-15
CAMP-02409,Paid Ads,Google Ads,North America,121595,12503,1591,464548.2,20155.02,12.67,2023-09-23
CAMP-02410,Email,Mailchimp,North America,1826,133,6,1560.68,565.36,94.23,2023-11-08
CAMP-02411,Paid Ads,YouTube Ads,Asia Pacific,45200,3158,229,69000.56,7199.77,31.44,2024-12-16
CAMP-02412,Social Media,Twitter,North America,69915,2358,209,47162.33,10696.56,51.18,2023-05-10
CAMP-02413,Social Media,Twitter,Latin America,7034,46,0,0.0,966.01,966.01,2024-11-15
CAMP-02414,SEO/Content,Blog,Middle East & Africa,32871,1808,48,3250.15,2185.26,45.53,2024-05-04
CAMP-02415,Paid Ads,Bing Ads,Latin America,7921,239,11,1339.73,1875.35,170.49,2023-08-20
CAMP-02416,Paid Ads,Google Ads,Asia Pacific,33325,2103,226,56597.16,4059.89,17.96,2024-07-25
CAMP-02417,Social Media,Instagram,North America,277500,15608,1123,264316.79,7698.07,6.85,2023-03-18
CAMP-02418,Email,Mailchimp,North America,130719,67706,14874,3630229.46,4005.33,0.27,2024-11-17
CAMP-02419,Influencer,Instagram Influencer,Latin America,11015,389,11,1176.67,10486.94,953.36,2023-04-18
CAMP-02420,SEO/Content,Content Hub,Middle East & Africa,37477,5402,278,35595.82,3834.67,13.79,2023-11-17
CAMP-02421,Paid Ads,YouTube Ads,Europe,16184,559,26,8590.18,6623.31,254.74,2024-05-31
CAMP-02422,Social Media,Instagram,Asia Pacific,51477,2626,97,11249.08,5847.51,60.28,2024-01-30
CAMP-02423,SEO/Content,Content Hub,Europe,101753,19140,1129,210933.43,3904.76,3.46,2024-02-14
CAMP-02424,Paid Ads,YouTube Ads,Europe,11856,934,106,27078.77,11451.03,108.03,2024-12-03
CAMP-02425,SEO/Content,Content Hub,North America,17780,5193,697,165492.19,5760.48,8.26,2023-05-31
CAMP-02426,Email,HubSpot,North America,11314,1035,43,8784.9,500.0,11.63,2023-09-04
CAMP-02427,Influencer,Instagram Influencer,Asia Pacific,54279,1211,22,5268.0,4304.37,195.65,2023-01-30
CAMP-02428,SEO/Content,Organic Search,Asia Pacific,14247,673,23,2713.69,2176.51,94.63,2023-09-29
CAMP-02429,SEO/Content,Blog,Asia Pacific,6528,758,29,4389.31,2136.56,73.67,2024-03-17
CAMP-02430,Influencer,TikTok Influencer,Latin America,25829,891,23,3767.63,6417.58,279.03,2024-06-04
CAMP-02431,Influencer,YouTube Influencer,Asia Pacific,871,19,0,0.0,6031.71,6031.71,2023-04-11
CAMP-02432,Influencer,TikTok Influencer,Latin America,22462,874,33,3077.37,11614.15,351.94,2023-07-18
CAMP-02433,Influencer,Instagram Influencer,Middle East & Africa,29899,612,8,998.9,15776.47,1972.06,2023-10-10
CAMP-02434,Influencer,TikTok Influencer,Latin America,23866,918,26,3941.41,8453.36,325.13,2023-04-22
CAMP-02435,Affiliate,CJ Affiliate,North America,31822,430,5,1277.91,759.76,151.95,2023-08-13
CAMP-02436,Email,HubSpot,Asia Pacific,21808,3386,223,26753.15,1881.25,8.44,2023-09-02
CAMP-02437,Email,SendGrid,Europe,115230,32722,4319,1246179.43,3722.43,0.86,2024-09-27
CAMP-02438,Influencer,YouTube Influencer,Latin America,13999,272,13,1619.94,15791.56,1214.74,2023-04-14
CAMP-02439,Affiliate,ShareASale,Latin America,70897,3193,116,16163.14,1533.77,13.22,2023-07-30
CAMP-02440,Social Media,LinkedIn,Asia Pacific,46856,2994,183,19223.99,7097.94,38.79,2024-12-23
CAMP-02441,Affiliate,CJ Affiliate,North America,85427,6794,1126,314842.11,9767.2,8.67,2023-07-09
CAMP-02442,Affiliate,Rakuten,Latin America,19874,3923,444,85604.36,2392.38,5.39,2023-11-09
CAMP-02443,Affiliate,CJ Affiliate,Europe,6739,9,0,0.0,1324.18,1324.18,2023-11-19
CAMP-02444,Social Media,Instagram,Asia Pacific,16462,304,8,934.94,1835.31,229.41,2024-04-11
CAMP-02445,Email,HubSpot,Latin America,64125,13506,2490,279399.42,1628.31,0.65,2024-03-14
CAMP-02446,Social Media,LinkedIn,North America,30388,2004,107,17525.42,14402.47,134.6,2023-06-24
CAMP-02447,Email,HubSpot,Asia Pacific,17050,4508,329,44064.88,2504.38,7.61,2024-04-30
CAMP-02448,Influencer,Instagram Influencer,Latin America,41660,837,17,2102.67,5657.57,332.8,2023-04-23
CAMP-02449,Email,HubSpot,Asia Pacific,27391,7643,1123,133226.48,3624.07,3.23,2023-08-22
CAMP-02450,Social Media,Instagram,North America,12085,853,53,12291.6,5909.57,111.5,2023-04-13
CAMP-02451,Affiliate,ShareASale,Latin America,30933,2004,157,14318.08,3051.53,19.44,2024-05-17
CAMP-02452,SEO/Content,Organic Search,Latin America,85344,12796,807,61366.26,2632.07,3.26,2023-09-17
CAMP-02453,Email,SendGrid,Asia Pacific,179864,52669,1596,244804.16,3585.2,2.25,2024-12-28
CAMP-02454,SEO/Content,Content Hub,Middle East & Africa,18188,1130,38,4054.49,603.48,15.88,2024-05-10
CAMP-02455,Affiliate,Rakuten,North America,272795,36080,4763,1417158.8,4279.33,0.9,2023-06-01
CAMP-02456,Social Media,Instagram,Asia Pacific,4241,23,0,0.0,500.0,500.0,2024-05-24
CAMP-02457,SEO/Content,Content Hub,Latin America,14800,1092,50,6359.51,4272.11,85.44,2024-01-04
CAMP-02458,Email,Mailchimp,Latin America,23618,2327,112,16570.77,500.0,4.46,2024-10-16
CAMP-02459,Paid Ads,YouTube Ads,Middle East & Africa,9707,645,34,4728.3,4058.72,119.37,2023-06-29
CAMP-02460,Affiliate,ShareASale,Asia Pacific,67711,8920,761,116011.04,3854.42,5.06,2024-02-05
CAMP-02461,Paid Ads,Bing Ads,Europe,46747,1195,83,30431.51,12346.35,148.75,2023-02-12
CAMP-02462,Affiliate,ShareASale,Middle East & Africa,111102,2077,98,11109.58,2515.09,25.66,2023-05-06
CAMP-02463,Influencer,TikTok Influencer,Asia Pacific,7749,257,3,703.57,4711.3,1570.43,2023-10-23
CAMP-02464,Email,SendGrid,Europe,28772,9774,1159,227046.71,3242.4,2.8,2024-04-22
CAMP-02465,SEO/Content,Organic Search,Middle East & Africa,50338,5474,261,22865.49,2748.16,10.53,2024-07-25
CAMP-02466,Paid Ads,YouTube Ads,Asia Pacific,33953,2873,148,35747.27,13307.05,89.91,2023-03-08
CAMP-02467,Email,SendGrid,North America,59042,10103,1758,390810.61,4770.98,2.71,2023-08-11
CAMP-02468,SEO/Content,Blog,North America,23538,2555,102,21611.83,2036.74,19.97,2024-05-15
CAMP-02469,Influencer,YouTube Influencer,North America,27840,1396,71,15068.2,12399.69,174.64,2023-02-21
CAMP-02470,Paid Ads,Bing Ads,Middle East & Africa,88093,3499,272,39811.27,14807.87,54.44,2024-11-12
CAMP-02471,SEO/Content,Blog,North America,97282,19302,1873,521723.93,4816.52,2.57,2024-12-31
CAMP-02472,Affiliate,CJ Affiliate,Latin America,98298,10180,592,100799.79,1994.76,3.37,2024-08-22
CAMP-02473,Paid Ads,Meta Ads,North America,85619,6451,900,286945.17,16793.72,18.66,2024-04-29
CAMP-02474,Social Media,Twitter,Latin America,52249,1563,62,8177.42,5518.49,89.01,2024-02-13
CAMP-02475,Email,SendGrid,Asia Pacific,15949,3984,496,106139.76,2300.35,4.64,2024-09-03
CAMP-02476,SEO/Content,Organic Search,Asia Pacific,1780,62,0,0.0,790.5,790.5,2024-08-15
CAMP-02477,Social Media,LinkedIn,Europe,38984,1338,77,10125.27,6592.24,85.61,2024-03-02
CAMP-02478,Paid Ads,Bing Ads,North America,47051,7464,1002,376272.79,27238.37,27.18,2023-11-01
CAMP-02479,Affiliate,ShareASale,Middle East & Africa,40556,3243,297,38258.01,3018.7,10.16,2023-07-07
CAMP-02480,Influencer,Instagram Influencer,Europe,34553,3337,174,37264.32,17401.72,100.01,2024-06-23
CAMP-02481,Paid Ads,Bing Ads,Latin America,76383,7335,692,128113.87,15712.22,22.71,2023-12-29
CAMP-02482,Influencer,YouTube Influencer,Latin America,10024,563,12,1390.06,4971.14,414.26,2023-01-29
CAMP-02483,Email,SendGrid,North America,14745,3734,783,216289.96,2868.49,3.66,2023-05-24
